BetaCoV_Wuhan_IVDC-HB-01_2019_EPI_ISL_402119	Male
BetaCoV_Wuhan_IVDC-HB-04_2020_EPI_ISL_402120	Male
BetaCoV_Wuhan_IVDC-HB-05_2019_EPI_ISL_402121	Male
BetaCoV_Wuhan_IPBCAMS-WH-01_2019_EPI_ISL_402123	Female
BetaCoV_Wuhan_WIV04_2019_EPI_ISL_402124	Female
BetaCoV_bat_Yunnan_RaTG13_2013_EPI_ISL_402131	Neither
BetaCoV_pangolin_Guangxi_P4L_2017_EPI_ISL_410538	Neither
